Control ID,Control Name,Technique ID,Technique Name,CIS Control,CIS Sub-Control,Title,Control Identifier,Control or Control Enhancement Name
SI-3,Malicious Code Protection,T1547.008,LSASS Driver,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1558,Steal or Forge Kerberos Tickets,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1558,Steal or Forge Kerberos Tickets,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1558,Steal or Forge Kerberos Tickets,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1558,Steal or Forge Kerberos Tickets,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1558,Steal or Forge Kerberos Tickets,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1558,Steal or Forge Kerberos Tickets,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1558.003,Kerberoasting,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1558.003,Kerberoasting,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1558.003,Kerberoasting,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1558.003,Kerberoasting,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1558.003,Kerberoasting,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1558.003,Kerberoasting,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1559,Inter-Process Communication,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1559,Inter-Process Communication,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1559,Inter-Process Communication,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1559,Inter-Process Communication,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1559,Inter-Process Communication,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1559,Inter-Process Communication,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1559.002,Dynamic Data Exchange,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1559.002,Dynamic Data Exchange,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1559.002,Dynamic Data Exchange,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1559.002,Dynamic Data Exchange,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1559.002,Dynamic Data Exchange,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1559.002,Dynamic Data Exchange,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1562.001,Disable or Modify Tools,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1562.001,Disable or Modify Tools,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1562.001,Disable or Modify Tools,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1562.001,Disable or Modify Tools,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1562.001,Disable or Modify Tools,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1562.001,Disable or Modify Tools,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1562.006,Indicator Blocking,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1562.006,Indicator Blocking,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1562.006,Indicator Blocking,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1562.006,Indicator Blocking,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1562.006,Indicator Blocking,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1562.006,Indicator Blocking,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1568.002,Domain Generation Algorithms,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1568.002,Domain Generation Algorithms,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1568.002,Domain Generation Algorithms,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1568.002,Domain Generation Algorithms,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1568.002,Domain Generation Algorithms,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1568.002,Domain Generation Algorithms,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1570,Lateral Tool Transfer,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1570,Lateral Tool Transfer,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1570,Lateral Tool Transfer,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1570,Lateral Tool Transfer,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1570,Lateral Tool Transfer,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1570,Lateral Tool Transfer,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1602.002,Network Device Configuration Dump,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1602.002,Network Device Configuration Dump,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1602.002,Network Device Configuration Dump,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1602.002,Network Device Configuration Dump,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1602.002,Network Device Configuration Dump,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1602.002,Network Device Configuration Dump,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001,Data Obfuscation,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001,Data Obfuscation,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001,Data Obfuscation,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001,Data Obfuscation,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001,Data Obfuscation,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001,Data Obfuscation,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.001,Junk Data,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.001,Junk Data,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.001,Junk Data,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.001,Junk Data,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.001,Junk Data,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.001,Junk Data,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.002,Steganography,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.002,Steganography,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.002,Steganography,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.002,Steganography,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.002,Steganography,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.002,Steganography,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.003,Protocol Impersonation,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.003,Protocol Impersonation,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.003,Protocol Impersonation,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.003,Protocol Impersonation,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.003,Protocol Impersonation,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1001.003,Protocol Impersonation,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003,OS Credential Dumping,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003,OS Credential Dumping,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003,OS Credential Dumping,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003,OS Credential Dumping,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003,OS Credential Dumping,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003,OS Credential Dumping,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.004,LSA Secrets,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.004,LSA Secrets,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.004,LSA Secrets,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.004,LSA Secrets,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.004,LSA Secrets,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.004,LSA Secrets,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.005,Cached Domain Credentials,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.005,Cached Domain Credentials,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.005,Cached Domain Credentials,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.005,Cached Domain Credentials,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.005,Cached Domain Credentials,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.005,Cached Domain Credentials,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.006,DCSync,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.006,DCSync,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.006,DCSync,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.006,DCSync,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.006,DCSync,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.006,DCSync,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.007,Proc Filesystem,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.007,Proc Filesystem,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.007,Proc Filesystem,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.007,Proc Filesystem,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.007,Proc Filesystem,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.007,Proc Filesystem,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.008,/etc/passwd and /etc/shadow,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.008,/etc/passwd and /etc/shadow,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.008,/etc/passwd and /etc/shadow,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.008,/etc/passwd and /etc/shadow,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.008,/etc/passwd and /etc/shadow,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1003.008,/etc/passwd and /etc/shadow,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1008,Fallback Channels,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1008,Fallback Channels,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1008,Fallback Channels,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1008,Fallback Channels,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1008,Fallback Channels,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1008,Fallback Channels,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1021.003,Distributed Component Object Model,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1021.003,Distributed Component Object Model,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1021.003,Distributed Component Object Model,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1021.003,Distributed Component Object Model,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1021.003,Distributed Component Object Model,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1021.003,Distributed Component Object Model,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1021.005,VNC,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1021.005,VNC,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1021.005,VNC,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1021.005,VNC,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1021.005,VNC,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1021.005,VNC,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1025,Data from Removable Media,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1025,Data from Removable Media,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1025,Data from Removable Media,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1025,Data from Removable Media,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1025,Data from Removable Media,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1025,Data from Removable Media,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1029,Scheduled Transfer,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1029,Scheduled Transfer,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1029,Scheduled Transfer,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1029,Scheduled Transfer,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1029,Scheduled Transfer,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1029,Scheduled Transfer,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1030,Data Transfer Size Limits,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1030,Data Transfer Size Limits,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1030,Data Transfer Size Limits,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1030,Data Transfer Size Limits,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1030,Data Transfer Size Limits,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1030,Data Transfer Size Limits,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036,Masquerading,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036,Masquerading,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036,Masquerading,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036,Masquerading,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036,Masquerading,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036,Masquerading,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036.003,Rename System Utilities,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036.003,Rename System Utilities,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036.003,Rename System Utilities,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036.003,Rename System Utilities,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036.003,Rename System Utilities,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036.003,Rename System Utilities,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036.005,Match Legitimate Name or Location,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036.005,Match Legitimate Name or Location,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036.005,Match Legitimate Name or Location,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036.005,Match Legitimate Name or Location,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036.005,Match Legitimate Name or Location,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1036.005,Match Legitimate Name or Location,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037,Boot or Logon Initialization Scripts,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037,Boot or Logon Initialization Scripts,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037,Boot or Logon Initialization Scripts,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037,Boot or Logon Initialization Scripts,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037,Boot or Logon Initialization Scripts,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037,Boot or Logon Initialization Scripts,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037.003,Network Logon Script,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037.003,Network Logon Script,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037.003,Network Logon Script,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037.003,Network Logon Script,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037.003,Network Logon Script,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037.003,Network Logon Script,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037.004,RC Scripts,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037.004,RC Scripts,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037.004,RC Scripts,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037.004,RC Scripts,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037.004,RC Scripts,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1037.004,RC Scripts,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1041,Exfiltration Over C2 Channel,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1041,Exfiltration Over C2 Channel,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1041,Exfiltration Over C2 Channel,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1041,Exfiltration Over C2 Channel,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
